claim_id,record_id,field,exact_claim,claim_category,source_id,locator,evidence_status,documentary_status,measurement_status,design_status,uncertainty,reviewer,proposed_action
W1-C0946,khorasan-gems-c5,historicalContextFa,درخشش فلزی نقره عیار بالا و مروارید غلطان,cultural-history,none-opened,-,unverified,duplicate-of-meaningFa,not-applicable,not-applicable,"copy of meaningFa, not independent context",W1-sequential-AI-review,cite or remove
W1-C0947,khorasan-gems-c5,artMovement,جواهرات و سنگ‌های خراسانی,art-history,none-opened,-,unverified,duplicate-of-palette-name,not-applicable,not-applicable,"copy of palette nameFa, not a movement",W1-sequential-AI-review,remove or replace
W1-C0948,khorasan-gems-c5,chemical.molarMass (raw; dropped by normaliser),Calculated Complex,chemistry-arithmetic,none,-,unverified,placeholder,not-applicable,not-applicable,"not a value (""Calculated Complex"") (arithmetic consistency only; not evidence the material is present)",W1-sequential-AI-review,drop from source data (already excluded from normalised output)
W1-C0949,khorasan-gems-c6,hex,#1B1E23,color-value,S001;S002,no exact match in S001 or S002,designer-choice,no-modern-list-match,none-on-record (measuredSpectra=0),designer-choice,origin of value undocumented,W1-sequential-AI-review,"label as designer choice; if derived from a named-color list, say so"
W1-C0950,khorasan-gems-c6,nameEn,Flint Basalt Dark,naming,none,-,illustrative,evocative-label,not-applicable,designer-choice,label only,W1-sequential-AI-review,keep as label; avoid implying historical name
W1-C0951,khorasan-gems-c6,nameFa,سنگ چخماق دودی,naming,none,-,illustrative,evocative-label,not-applicable,designer-choice,label only,W1-sequential-AI-review,none
W1-C0952,khorasan-gems-c6,meaningFa,سنگ‌های صیقلی آبنوس و عقیق سیاه جواهردوزی,cultural-history,none-opened,-,unverified,not-checked,not-applicable,not-applicable,cultural/material assertion with no citation,W1-sequential-AI-review,hedge or cite
W1-C0953,khorasan-gems-c6,mineralogical.mineralName,Persian Historical Pigment (Flint Basalt Dark),material,S007,heritage-data.ts khorasan-gems-c6.evidence.mineralogical,contradicted,internal-conflict,no-analysis-on-record,not-applicable,"template ""Persian Historical Pigment (<name>)"": subject is not a pigment (e.g. sea, snow, gem, spice, shade, wool, paper)",W1-sequential-AI-review,"replace template with ""unknown"" or remove"
W1-C0954,khorasan-gems-c6,mineralogical.chemicalFormula,Natural Organic / Mineral Complex (Matrix #1B1E23),chemistry,S007,-,contradicted,placeholder,no-analysis-on-record,not-applicable,"template ""Natural Organic / Mineral Complex (Matrix #HEX)"" embeds the HEX value; not a chemical formula",W1-sequential-AI-review,correct or remove
W1-C0955,khorasan-gems-c6,mineralogical.casNumber,7732-18-5 (Authentic Historical Specimen),chemistry-identifier,S005,CAS 7732-18-5,contradicted,checked-against-S005,not-applicable,not-applicable,"S005: 7732-18-5 = water, H2O (PubChem CID 962); labelled ""(Authentic Historical Specimen)""",W1-sequential-AI-review,remove or replace with the CAS RN of the named substance
W1-C0956,khorasan-gems-c6,mineralogical.historicalManuscriptRef,رسالات کهن رنگرزی سنتی و صنعتی ایران زمین,documentary-reference,none-opened,no page/folio/edition given,unverified,placeholder,not-applicable,not-applicable,"placeholder phrase (""old treatises of Iranian dyeing""): no identifiable work",W1-sequential-AI-review,remove placeholder
W1-C0957,khorasan-gems-c6,mineralogical.traditionalExtraction,استخراج سنتی از منابع گیاهی و معدنی ایران بر اساس رسالات خطی تذهیب و رنگرزی,craft-process,none-opened,-,unverified,placeholder,not-applicable,not-applicable,template sentence repeated for 60 records,W1-sequential-AI-review,cite or remove
W1-C0958,khorasan-gems-c6,mineralogical.crystalSystem,کریستالین بومی فلات ایران,mineralogy,S007,-,contradicted,type-error,not-applicable,not-applicable,value is not a crystal system (type error),W1-sequential-AI-review,remove or use a real crystal system
W1-C0959,khorasan-gems-c6,geoSpatial.originSite,Iranian Plateau Heritage Sites | فلات ایران، مراکز سنتی هنر و معماری,geography,none-opened,-,unverified,placeholder,not-applicable,not-applicable,non-specific placeholder site,W1-sequential-AI-review,name a specific site or remove
W1-C0960,khorasan-gems-c6,geoSpatial.coordinates,"34.9279,55.188,1400",geography,S007,analyze-data.out.json syntheticPlateauPattern,contradicted,synthetic-value,not-applicable,not-applicable,"synthetic: lat = 32.4279 + 0.5*i, lng = 53.688 + 0.3*i, alt 1400; the same six points are reused by 10 palettes regardless of region (Gulf, Caspian, Khorasan, Shiraz)",W1-sequential-AI-review,remove or replace with sourced coordinates
W1-C0961,khorasan-gems-c6,geoSpatial.unescoHeritageRef,ثبت میراث فرهنگی ملموس و ناملموس یونسکو,heritage-designation,none-opened,-,unverified,placeholder,not-applicable,not-applicable,non-specific or not checkable,W1-sequential-AI-review,remove generic UNESCO wording
W1-C0962,khorasan-gems-c6,spectral.peakWavelengthNm,446 nm (dominant 446 nm),spectral,S007,palettes.ts provenance.spectralStatus,illustrative,not-applicable,not-measured (measuredSpectra=0),not-applicable,peak equals dominant wavelength (template),W1-sequential-AI-review,keep labelled illustrative
W1-C0963,khorasan-gems-c6,historicalContextFa,سنگ‌های صیقلی آبنوس و عقیق سیاه جواهردوزی,cultural-history,none-opened,-,unverified,duplicate-of-meaningFa,not-applicable,not-applicable,"copy of meaningFa, not independent context",W1-sequential-AI-review,cite or remove
W1-C0964,khorasan-gems-c6,artMovement,جواهرات و سنگ‌های خراسانی,art-history,none-opened,-,unverified,duplicate-of-palette-name,not-applicable,not-applicable,"copy of palette nameFa, not a movement",W1-sequential-AI-review,remove or replace
W1-C0965,khorasan-gems-c6,chemical.molarMass (raw; dropped by normaliser),Calculated Complex,chemistry-arithmetic,none,-,unverified,placeholder,not-applicable,not-applicable,"not a value (""Calculated Complex"") (arithmetic consistency only; not evidence the material is present)",W1-sequential-AI-review,drop from source data (already excluded from normalised output)
W1-C0966,hyrcanian-forests-c1,hex,#1B4332,color-value,S001;S002,no exact match in S001 or S002,designer-choice,no-modern-list-match,none-on-record (measuredSpectra=0),designer-choice,origin of value undocumented,W1-sequential-AI-review,"label as designer choice; if derived from a named-color list, say so"
W1-C0967,hyrcanian-forests-c1,nameEn,Ancient Hyrcanian Fern,naming,none,-,illustrative,evocative-label,not-applicable,designer-choice,label only,W1-sequential-AI-review,keep as label; avoid implying historical name
W1-C0968,hyrcanian-forests-c1,nameFa,سرخس کهنسال هیرکانی,naming,none,-,illustrative,evocative-label,not-applicable,designer-choice,label only,W1-sequential-AI-review,none
W1-C0969,hyrcanian-forests-c1,meaningFa,سرخس‌های بازمانده از عصر یخبندان با قدمت ۵۰ میلیون سال,cultural-history,S007,README.fa.md:21; tokens/data-quality.json,contradicted,internal-conflict,not-applicable,not-applicable,"internal: ""ice age"" relict with ""50 million years"" age is self-inconsistent and conflicts with palette description (Jurassic)",W1-sequential-AI-review,remove or correct
W1-C0970,hyrcanian-forests-c1,mineralogical.mineralName,Persian Historical Pigment (Ancient Hyrcanian Fern),material,S007,heritage-data.ts hyrcanian-forests-c1.evidence.mineralogical,contradicted,internal-conflict,no-analysis-on-record,not-applicable,"template ""Persian Historical Pigment (<name>)"": subject is not a pigment (e.g. sea, snow, gem, spice, shade, wool, paper)",W1-sequential-AI-review,"replace template with ""unknown"" or remove"
W1-C0971,hyrcanian-forests-c1,mineralogical.chemicalFormula,Natural Organic / Mineral Complex (Matrix #1B4332),chemistry,S007,-,contradicted,placeholder,no-analysis-on-record,not-applicable,"template ""Natural Organic / Mineral Complex (Matrix #HEX)"" embeds the HEX value; not a chemical formula",W1-sequential-AI-review,correct or remove
W1-C0972,hyrcanian-forests-c1,mineralogical.casNumber,7732-18-5 (Authentic Historical Specimen),chemistry-identifier,S005,CAS 7732-18-5,contradicted,checked-against-S005,not-applicable,not-applicable,"S005: 7732-18-5 = water, H2O (PubChem CID 962); labelled ""(Authentic Historical Specimen)""",W1-sequential-AI-review,remove or replace with the CAS RN of the named substance
W1-C0973,hyrcanian-forests-c1,mineralogical.historicalManuscriptRef,رسالات کهن رنگرزی سنتی و صنعتی ایران زمین,documentary-reference,none-opened,no page/folio/edition given,unverified,placeholder,not-applicable,not-applicable,"placeholder phrase (""old treatises of Iranian dyeing""): no identifiable work",W1-sequential-AI-review,remove placeholder
W1-C0974,hyrcanian-forests-c1,mineralogical.traditionalExtraction,استخراج سنتی از منابع گیاهی و معدنی ایران بر اساس رسالات خطی تذهیب و رنگرزی,craft-process,none-opened,-,unverified,placeholder,not-applicable,not-applicable,template sentence repeated for 60 records,W1-sequential-AI-review,cite or remove
W1-C0975,hyrcanian-forests-c1,mineralogical.crystalSystem,کریستالین بومی فلات ایران,mineralogy,S007,-,contradicted,type-error,not-applicable,not-applicable,value is not a crystal system (type error),W1-sequential-AI-review,remove or use a real crystal system
W1-C0976,hyrcanian-forests-c1,geoSpatial.originSite,Iranian Plateau Heritage Sites | فلات ایران، مراکز سنتی هنر و معماری,geography,none-opened,-,unverified,placeholder,not-applicable,not-applicable,non-specific placeholder site,W1-sequential-AI-review,name a specific site or remove
W1-C0977,hyrcanian-forests-c1,geoSpatial.coordinates,"32.4279,53.688,1400",geography,S007,analyze-data.out.json syntheticPlateauPattern,contradicted,synthetic-value,not-applicable,not-applicable,"synthetic: lat = 32.4279 + 0.5*i, lng = 53.688 + 0.3*i, alt 1400; the same six points are reused by 10 palettes regardless of region (Gulf, Caspian, Khorasan, Shiraz)",W1-sequential-AI-review,remove or replace with sourced coordinates
W1-C0978,hyrcanian-forests-c1,geoSpatial.unescoHeritageRef,ثبت میراث فرهنگی ملموس و ناملموس یونسکو,heritage-designation,none-opened,-,unverified,placeholder,not-applicable,not-applicable,non-specific or not checkable,W1-sequential-AI-review,remove generic UNESCO wording
W1-C0979,hyrcanian-forests-c1,spectral.peakWavelengthNm,518 nm (dominant 518 nm),spectral,S007,palettes.ts provenance.spectralStatus,illustrative,not-applicable,not-measured (measuredSpectra=0),not-applicable,peak equals dominant wavelength (template),W1-sequential-AI-review,keep labelled illustrative
W1-C0980,hyrcanian-forests-c1,historicalContextFa,سرخس‌های بازمانده از عصر یخبندان با قدمت ۵۰ میلیون سال,cultural-history,none-opened,-,unverified,duplicate-of-meaningFa,not-applicable,not-applicable,"copy of meaningFa, not independent context",W1-sequential-AI-review,cite or remove
W1-C0981,hyrcanian-forests-c1,artMovement,جنگل‌های هیرکانی و البرز,art-history,none-opened,-,unverified,duplicate-of-palette-name,not-applicable,not-applicable,"copy of palette nameFa, not a movement",W1-sequential-AI-review,remove or replace
W1-C0982,hyrcanian-forests-c1,chemical.molarMass (raw; dropped by normaliser),Calculated Complex,chemistry-arithmetic,none,-,unverified,placeholder,not-applicable,not-applicable,"not a value (""Calculated Complex"") (arithmetic consistency only; not evidence the material is present)",W1-sequential-AI-review,drop from source data (already excluded from normalised output)
W1-C0983,hyrcanian-forests-c2,hex,#40916C,color-value,S001;S002,no exact match in S001 or S002,designer-choice,no-modern-list-match,none-on-record (measuredSpectra=0),designer-choice,origin of value undocumented,W1-sequential-AI-review,"label as designer choice; if derived from a named-color list, say so"
W1-C0984,hyrcanian-forests-c2,nameEn,Moist Rock Moss,naming,none,-,illustrative,evocative-label,not-applicable,designer-choice,label only,W1-sequential-AI-review,keep as label; avoid implying historical name
W1-C0985,hyrcanian-forests-c2,nameFa,خزه مرطوب سنگ,naming,none,-,illustrative,evocative-label,not-applicable,designer-choice,label only,W1-sequential-AI-review,none
W1-C0986,hyrcanian-forests-c2,meaningFa,طراوت خزه‌های مخملی حاشیه رودخانه‌های دوهزار,cultural-history,none-opened,-,unverified,not-checked,not-applicable,not-applicable,cultural/material assertion with no citation,W1-sequential-AI-review,hedge or cite
W1-C0987,hyrcanian-forests-c2,mineralogical.mineralName,Persian Historical Pigment (Moist Rock Moss),material,S007,heritage-data.ts hyrcanian-forests-c2.evidence.mineralogical,contradicted,internal-conflict,no-analysis-on-record,not-applicable,"template ""Persian Historical Pigment (<name>)"": subject is not a pigment (e.g. sea, snow, gem, spice, shade, wool, paper)",W1-sequential-AI-review,"replace template with ""unknown"" or remove"
W1-C0988,hyrcanian-forests-c2,mineralogical.chemicalFormula,Natural Organic / Mineral Complex (Matrix #40916C),chemistry,S007,-,contradicted,placeholder,no-analysis-on-record,not-applicable,"template ""Natural Organic / Mineral Complex (Matrix #HEX)"" embeds the HEX value; not a chemical formula",W1-sequential-AI-review,correct or remove
W1-C0989,hyrcanian-forests-c2,mineralogical.casNumber,7732-18-5 (Authentic Historical Specimen),chemistry-identifier,S005,CAS 7732-18-5,contradicted,checked-against-S005,not-applicable,not-applicable,"S005: 7732-18-5 = water, H2O (PubChem CID 962); labelled ""(Authentic Historical Specimen)""",W1-sequential-AI-review,remove or replace with the CAS RN of the named substance
W1-C0990,hyrcanian-forests-c2,mineralogical.historicalManuscriptRef,رسالات کهن رنگرزی سنتی و صنعتی ایران زمین,documentary-reference,none-opened,no page/folio/edition given,unverified,placeholder,not-applicable,not-applicable,"placeholder phrase (""old treatises of Iranian dyeing""): no identifiable work",W1-sequential-AI-review,remove placeholder
W1-C0991,hyrcanian-forests-c2,mineralogical.traditionalExtraction,استخراج سنتی از منابع گیاهی و معدنی ایران بر اساس رسالات خطی تذهیب و رنگرزی,craft-process,none-opened,-,unverified,placeholder,not-applicable,not-applicable,template sentence repeated for 60 records,W1-sequential-AI-review,cite or remove
W1-C0992,hyrcanian-forests-c2,mineralogical.crystalSystem,کریستالین بومی فلات ایران,mineralogy,S007,-,contradicted,type-error,not-applicable,not-applicable,value is not a crystal system (type error),W1-sequential-AI-review,remove or use a real crystal system
W1-C0993,hyrcanian-forests-c2,geoSpatial.originSite,Iranian Plateau Heritage Sites | فلات ایران، مراکز سنتی هنر و معماری,geography,none-opened,-,unverified,placeholder,not-applicable,not-applicable,non-specific placeholder site,W1-sequential-AI-review,name a specific site or remove
W1-C0994,hyrcanian-forests-c2,geoSpatial.coordinates,"32.9279,53.988,1400",geography,S007,analyze-data.out.json syntheticPlateauPattern,contradicted,synthetic-value,not-applicable,not-applicable,"synthetic: lat = 32.4279 + 0.5*i, lng = 53.688 + 0.3*i, alt 1400; the same six points are reused by 10 palettes regardless of region (Gulf, Caspian, Khorasan, Shiraz)",W1-sequential-AI-review,remove or replace with sourced coordinates
W1-C0995,hyrcanian-forests-c2,geoSpatial.unescoHeritageRef,ثبت میراث فرهنگی ملموس و ناملموس یونسکو,heritage-designation,none-opened,-,unverified,placeholder,not-applicable,not-applicable,non-specific or not checkable,W1-sequential-AI-review,remove generic UNESCO wording
W1-C0996,hyrcanian-forests-c2,spectral.peakWavelengthNm,526 nm (dominant 526 nm),spectral,S007,palettes.ts provenance.spectralStatus,illustrative,not-applicable,not-measured (measuredSpectra=0),not-applicable,peak equals dominant wavelength (template),W1-sequential-AI-review,keep labelled illustrative
W1-C0997,hyrcanian-forests-c2,historicalContextFa,طراوت خزه‌های مخملی حاشیه رودخانه‌های دوهزار,cultural-history,none-opened,-,unverified,duplicate-of-meaningFa,not-applicable,not-applicable,"copy of meaningFa, not independent context",W1-sequential-AI-review,cite or remove
W1-C0998,hyrcanian-forests-c2,artMovement,جنگل‌های هیرکانی و البرز,art-history,none-opened,-,unverified,duplicate-of-palette-name,not-applicable,not-applicable,"copy of palette nameFa, not a movement",W1-sequential-AI-review,remove or replace
W1-C0999,hyrcanian-forests-c2,chemical.molarMass (raw; dropped by normaliser),Calculated Complex,chemistry-arithmetic,none,-,unverified,placeholder,not-applicable,not-applicable,"not a value (""Calculated Complex"") (arithmetic consistency only; not evidence the material is present)",W1-sequential-AI-review,drop from source data (already excluded from normalised output)
W1-C1000,hyrcanian-forests-c3,hex,#74C69D,color-value,S001;S002,no exact match in S001 or S002,designer-choice,no-modern-list-match,none-on-record (measuredSpectra=0),designer-choice,origin of value undocumented,W1-sequential-AI-review,"label as designer choice; if derived from a named-color list, say so"
W1-C1001,hyrcanian-forests-c3,nameEn,Beech Leaf Fresh Sprout,naming,none,-,illustrative,evocative-label,not-applicable,designer-choice,label only,W1-sequential-AI-review,keep as label; avoid implying historical name
W1-C1002,hyrcanian-forests-c3,nameFa,جوانه راشستان,naming,none,-,illustrative,evocative-label,not-applicable,designer-choice,label only,W1-sequential-AI-review,none
W1-C1003,hyrcanian-forests-c3,meaningFa,سبز روشن و درخشان درختان راش در مه صبحگاهی اسالم,cultural-history,none-opened,-,unverified,not-checked,not-applicable,not-applicable,cultural/material assertion with no citation,W1-sequential-AI-review,hedge or cite
W1-C1004,hyrcanian-forests-c3,mineralogical.mineralName,Persian Historical Pigment (Beech Leaf Fresh Sprout),material,S007,heritage-data.ts hyrcanian-forests-c3.evidence.mineralogical,contradicted,internal-conflict,no-analysis-on-record,not-applicable,"template ""Persian Historical Pigment (<name>)"": subject is not a pigment (e.g. sea, snow, gem, spice, shade, wool, paper)",W1-sequential-AI-review,"replace template with ""unknown"" or remove"
W1-C1005,hyrcanian-forests-c3,mineralogical.chemicalFormula,Natural Organic / Mineral Complex (Matrix #74C69D),chemistry,S007,-,contradicted,placeholder,no-analysis-on-record,not-applicable,"template ""Natural Organic / Mineral Complex (Matrix #HEX)"" embeds the HEX value; not a chemical formula",W1-sequential-AI-review,correct or remove
W1-C1006,hyrcanian-forests-c3,mineralogical.casNumber,7732-18-5 (Authentic Historical Specimen),chemistry-identifier,S005,CAS 7732-18-5,contradicted,checked-against-S005,not-applicable,not-applicable,"S005: 7732-18-5 = water, H2O (PubChem CID 962); labelled ""(Authentic Historical Specimen)""",W1-sequential-AI-review,remove or replace with the CAS RN of the named substance
W1-C1007,hyrcanian-forests-c3,mineralogical.historicalManuscriptRef,رسالات کهن رنگرزی سنتی و صنعتی ایران زمین,documentary-reference,none-opened,no page/folio/edition given,unverified,placeholder,not-applicable,not-applicable,"placeholder phrase (""old treatises of Iranian dyeing""): no identifiable work",W1-sequential-AI-review,remove placeholder
W1-C1008,hyrcanian-forests-c3,mineralogical.traditionalExtraction,استخراج سنتی از منابع گیاهی و معدنی ایران بر اساس رسالات خطی تذهیب و رنگرزی,craft-process,none-opened,-,unverified,placeholder,not-applicable,not-applicable,template sentence repeated for 60 records,W1-sequential-AI-review,cite or remove
W1-C1009,hyrcanian-forests-c3,mineralogical.crystalSystem,کریستالین بومی فلات ایران,mineralogy,S007,-,contradicted,type-error,not-applicable,not-applicable,value is not a crystal system (type error),W1-sequential-AI-review,remove or use a real crystal system
W1-C1010,hyrcanian-forests-c3,geoSpatial.originSite,Iranian Plateau Heritage Sites | فلات ایران، مراکز سنتی هنر و معماری,geography,none-opened,-,unverified,placeholder,not-applicable,not-applicable,non-specific placeholder site,W1-sequential-AI-review,name a specific site or remove
W1-C1011,hyrcanian-forests-c3,geoSpatial.coordinates,"33.4279,54.288000000000004,1400",geography,S007,analyze-data.out.json syntheticPlateauPattern,contradicted,synthetic-value,not-applicable,not-applicable,"synthetic: lat = 32.4279 + 0.5*i, lng = 53.688 + 0.3*i, alt 1400; the same six points are reused by 10 palettes regardless of region (Gulf, Caspian, Khorasan, Shiraz)",W1-sequential-AI-review,remove or replace with sourced coordinates
W1-C1012,hyrcanian-forests-c3,geoSpatial.unescoHeritageRef,ثبت میراث فرهنگی ملموس و ناملموس یونسکو,heritage-designation,none-opened,-,unverified,placeholder,not-applicable,not-applicable,non-specific or not checkable,W1-sequential-AI-review,remove generic UNESCO wording
W1-C1013,hyrcanian-forests-c3,spectral.peakWavelengthNm,526 nm (dominant 526 nm),spectral,S007,palettes.ts provenance.spectralStatus,illustrative,not-applicable,not-measured (measuredSpectra=0),not-applicable,peak equals dominant wavelength (template),W1-sequential-AI-review,keep labelled illustrative
W1-C1014,hyrcanian-forests-c3,historicalContextFa,سبز روشن و درخشان درختان راش در مه صبحگاهی اسالم,cultural-history,none-opened,-,unverified,duplicate-of-meaningFa,not-applicable,not-applicable,"copy of meaningFa, not independent context",W1-sequential-AI-review,cite or remove
W1-C1015,hyrcanian-forests-c3,artMovement,جنگل‌های هیرکانی و البرز,art-history,none-opened,-,unverified,duplicate-of-palette-name,not-applicable,not-applicable,"copy of palette nameFa, not a movement",W1-sequential-AI-review,remove or replace
W1-C1016,hyrcanian-forests-c3,chemical.molarMass (raw; dropped by normaliser),Calculated Complex,chemistry-arithmetic,none,-,unverified,placeholder,not-applicable,not-applicable,"not a value (""Calculated Complex"") (arithmetic consistency only; not evidence the material is present)",W1-sequential-AI-review,drop from source data (already excluded from normalised output)
W1-C1017,hyrcanian-forests-c4,hex,#4A3525,color-value,S001;S002,no exact match in S001 or S002,designer-choice,no-modern-list-match,none-on-record (measuredSpectra=0),designer-choice,origin of value undocumented,W1-sequential-AI-review,"label as designer choice; if derived from a named-color list, say so"
W1-C1018,hyrcanian-forests-c4,nameEn,Caspian Oak Wood,naming,none,-,illustrative,evocative-label,not-applicable,designer-choice,label only,W1-sequential-AI-review,keep as label; avoid implying historical name
W1-C1019,hyrcanian-forests-c4,nameFa,بلوط کهنسال خزری,naming,none,-,illustrative,evocative-label,not-applicable,designer-choice,label only,W1-sequential-AI-review,none
W1-C1020,hyrcanian-forests-c4,meaningFa,قهوه‌ای عمیق تنه بلوط‌های بلند جنگل‌های گلستان,cultural-history,none-opened,-,unverified,not-checked,not-applicable,not-applicable,cultural/material assertion with no citation,W1-sequential-AI-review,hedge or cite
W1-C1021,hyrcanian-forests-c4,mineralogical.mineralName,Persian Historical Pigment (Caspian Oak Wood),material,S007,heritage-data.ts hyrcanian-forests-c4.evidence.mineralogical,contradicted,internal-conflict,no-analysis-on-record,not-applicable,"template ""Persian Historical Pigment (<name>)"": subject is not a pigment (e.g. sea, snow, gem, spice, shade, wool, paper)",W1-sequential-AI-review,"replace template with ""unknown"" or remove"
W1-C1022,hyrcanian-forests-c4,mineralogical.chemicalFormula,Natural Organic / Mineral Complex (Matrix #4A3525),chemistry,S007,-,contradicted,placeholder,no-analysis-on-record,not-applicable,"template ""Natural Organic / Mineral Complex (Matrix #HEX)"" embeds the HEX value; not a chemical formula",W1-sequential-AI-review,correct or remove
W1-C1023,hyrcanian-forests-c4,mineralogical.casNumber,7732-18-5 (Authentic Historical Specimen),chemistry-identifier,S005,CAS 7732-18-5,contradicted,checked-against-S005,not-applicable,not-applicable,"S005: 7732-18-5 = water, H2O (PubChem CID 962); labelled ""(Authentic Historical Specimen)""",W1-sequential-AI-review,remove or replace with the CAS RN of the named substance
W1-C1024,hyrcanian-forests-c4,mineralogical.historicalManuscriptRef,رسالات کهن رنگرزی سنتی و صنعتی ایران زمین,documentary-reference,none-opened,no page/folio/edition given,unverified,placeholder,not-applicable,not-applicable,"placeholder phrase (""old treatises of Iranian dyeing""): no identifiable work",W1-sequential-AI-review,remove placeholder
W1-C1025,hyrcanian-forests-c4,mineralogical.traditionalExtraction,استخراج سنتی از منابع گیاهی و معدنی ایران بر اساس رسالات خطی تذهیب و رنگرزی,craft-process,none-opened,-,unverified,placeholder,not-applicable,not-applicable,template sentence repeated for 60 records,W1-sequential-AI-review,cite or remove
W1-C1026,hyrcanian-forests-c4,mineralogical.crystalSystem,کریستالین بومی فلات ایران,mineralogy,S007,-,contradicted,type-error,not-applicable,not-applicable,value is not a crystal system (type error),W1-sequential-AI-review,remove or use a real crystal system
W1-C1027,hyrcanian-forests-c4,geoSpatial.originSite,Iranian Plateau Heritage Sites | فلات ایران، مراکز سنتی هنر و معماری,geography,none-opened,-,unverified,placeholder,not-applicable,not-applicable,non-specific placeholder site,W1-sequential-AI-review,name a specific site or remove
W1-C1028,hyrcanian-forests-c4,geoSpatial.coordinates,"33.9279,54.588,1400",geography,S007,analyze-data.out.json syntheticPlateauPattern,contradicted,synthetic-value,not-applicable,not-applicable,"synthetic: lat = 32.4279 + 0.5*i, lng = 53.688 + 0.3*i, alt 1400; the same six points are reused by 10 palettes regardless of region (Gulf, Caspian, Khorasan, Shiraz)",W1-sequential-AI-review,remove or replace with sourced coordinates
W1-C1029,hyrcanian-forests-c4,geoSpatial.unescoHeritageRef,ثبت میراث فرهنگی ملموس و ناملموس یونسکو,heritage-designation,none-opened,-,unverified,placeholder,not-applicable,not-applicable,non-specific or not checkable,W1-sequential-AI-review,remove generic UNESCO wording
W1-C1030,hyrcanian-forests-c4,spectral.peakWavelengthNm,614 nm (dominant 614 nm),spectral,S007,palettes.ts provenance.spectralStatus,illustrative,not-applicable,not-measured (measuredSpectra=0),not-applicable,peak equals dominant wavelength (template),W1-sequential-AI-review,keep labelled illustrative
W1-C1031,hyrcanian-forests-c4,historicalContextFa,قهوه‌ای عمیق تنه بلوط‌های بلند جنگل‌های گلستان,cultural-history,none-opened,-,unverified,duplicate-of-meaningFa,not-applicable,not-applicable,"copy of meaningFa, not independent context",W1-sequential-AI-review,cite or remove
W1-C1032,hyrcanian-forests-c4,artMovement,جنگل‌های هیرکانی و البرز,art-history,none-opened,-,unverified,duplicate-of-palette-name,not-applicable,not-applicable,"copy of palette nameFa, not a movement",W1-sequential-AI-review,remove or replace
W1-C1033,hyrcanian-forests-c4,chemical.molarMass (raw; dropped by normaliser),Calculated Complex,chemistry-arithmetic,none,-,unverified,placeholder,not-applicable,not-applicable,"not a value (""Calculated Complex"") (arithmetic consistency only; not evidence the material is present)",W1-sequential-AI-review,drop from source data (already excluded from normalised output)
W1-C1034,hyrcanian-forests-c5,hex,#F8F9FA,color-value,S001;S002,no exact match in S001 or S002,designer-choice,no-modern-list-match,none-on-record (measuredSpectra=0),designer-choice,origin of value undocumented,W1-sequential-AI-review,"label as designer choice; if derived from a named-color list, say so"
W1-C1035,hyrcanian-forests-c5,nameEn,Damavand Glacier White,naming,none,-,illustrative,evocative-label,not-applicable,designer-choice,label only,W1-sequential-AI-review,keep as label; avoid implying historical name
W1-C1036,hyrcanian-forests-c5,nameFa,سپیدی برف دماوند,naming,none,-,illustrative,evocative-label,not-applicable,designer-choice,label only,W1-sequential-AI-review,none
W1-C1037,hyrcanian-forests-c5,meaningFa,برف‌های جاودان بلندترین آتشفشان قاره کهن,cultural-history,none-opened,-,unverified,not-checked,not-applicable,not-applicable,cultural/material assertion with no citation,W1-sequential-AI-review,hedge or cite
W1-C1038,hyrcanian-forests-c5,mineralogical.mineralName,Persian Historical Pigment (Damavand Glacier White),material,S007,heritage-data.ts hyrcanian-forests-c5.evidence.mineralogical,contradicted,internal-conflict,no-analysis-on-record,not-applicable,"template ""Persian Historical Pigment (<name>)"": subject is not a pigment (e.g. sea, snow, gem, spice, shade, wool, paper)",W1-sequential-AI-review,"replace template with ""unknown"" or remove"
W1-C1039,hyrcanian-forests-c5,mineralogical.chemicalFormula,Natural Organic / Mineral Complex (Matrix #F8F9FA),chemistry,S007,-,contradicted,placeholder,no-analysis-on-record,not-applicable,"template ""Natural Organic / Mineral Complex (Matrix #HEX)"" embeds the HEX value; not a chemical formula",W1-sequential-AI-review,correct or remove
W1-C1040,hyrcanian-forests-c5,mineralogical.casNumber,7732-18-5 (Authentic Historical Specimen),chemistry-identifier,S005,CAS 7732-18-5,contradicted,checked-against-S005,not-applicable,not-applicable,"S005: 7732-18-5 = water, H2O (PubChem CID 962); labelled ""(Authentic Historical Specimen)""",W1-sequential-AI-review,remove or replace with the CAS RN of the named substance
W1-C1041,hyrcanian-forests-c5,mineralogical.historicalManuscriptRef,رسالات کهن رنگرزی سنتی و صنعتی ایران زمین,documentary-reference,none-opened,no page/folio/edition given,unverified,placeholder,not-applicable,not-applicable,"placeholder phrase (""old treatises of Iranian dyeing""): no identifiable work",W1-sequential-AI-review,remove placeholder
W1-C1042,hyrcanian-forests-c5,mineralogical.traditionalExtraction,استخراج سنتی از منابع گیاهی و معدنی ایران بر اساس رسالات خطی تذهیب و رنگرزی,craft-process,none-opened,-,unverified,placeholder,not-applicable,not-applicable,template sentence repeated for 60 records,W1-sequential-AI-review,cite or remove
